r_um,h_waves_633nm,thickness_um
3.095095095095095076e+03,9.649090734070702169e-01,1.221574886933350923e+00
3.099099099099099021e+03,8.144311156571710786e-01,1.031069792421978493e+00
3.103103103103102512e+03,8.245257054492225457e-01,1.043849543098715804e+00
3.107107107107106913e+03,9.921297489164300210e-01,1.256036262128200409e+00
3.111111111111110858e+03,1.211047575166496193e+00,1.533186230160784147e+00
3.115115115115114804e+03,1.381535000854418049e+00,1.749023311081693288e+00
3.119119119119118750e+03,1.477672010307351069e+00,1.870732765049106350e+00
3.123123123123123150e+03,1.518518458861904286e+00,1.922444368919171032e+00
3.127127127127127096e+03,1.508078799207825726e+00,1.909227759797107460e+00
3.131131131131130587e+03,1.433442740186251507e+00,1.814738509075794370e+00
3.135135135135134988e+03,1.320026460383377120e+00,1.671153498845355356e+00
3.139139139139138933e+03,1.255804451255536636e+00,1.589848435289509254e+00
3.143143143143142879e+03,1.325629954487785422e+00,1.678247522381536294e+00
3.147147147147146825e+03,1.512997420451466901e+00,1.915454734291557326e+00
3.151151151151151225e+03,1.688402316958114380e+00,2.137517333268972752e+00
3.155155155155155171e+03,1.722769818068668801e+00,2.181026589674934790e+00
3.159159159159158662e+03,1.619263575920896203e+00,2.049987687115854662e+00
3.163163163163162608e+03,1.514536521280339221e+00,1.917403235940909667e+00
3.167167167167167008e+03,1.528004688353086227e+00,1.934453935455007212e+00
3.171171171171170954e+03,1.610474754441493017e+00,2.038861039122930041e+00
3.175175175175174900e+03,1.567740623263038646e+00,1.984759629051007002e+00
3.179179179179179300e+03,1.262312944647223878e+00,1.598088187923385473e+00
3.183183183183183246e+03,7.958270792549144712e-01,1.007517082336721659e+00
3.187187187187186737e+03,4.659305881782759284e-01,5.898681246336974215e-01
3.191191191191190683e+03,5.073019103908525951e-01,6.422442185548193905e-01
3.195195195195195083e+03,8.578409259436734491e-01,1.086026612244690659e+00
3.199199199199199029e+03,1.191872158219234201e+00,1.508910152305550367e+00
3.203203203203202975e+03,1.210619469263267467e+00,1.532644248087296601e+00
3.207207207207206920e+03,9.191723639678971436e-01,1.163672212783357862e+00
3.211211211211211321e+03,6.179692367896760796e-01,7.823490537757299412e-01
3.215215215215214812e+03,6.107399222259983773e-01,7.731967415381140185e-01
3.219219219219218758e+03,9.123960558247268260e-01,1.155093406674104095e+00
3.223223223223223158e+03,1.244031337400268056e+00,1.574943673148739398e+00
3.227227227227227104e+03,1.317803517502565747e+00,1.668339253158248381e+00
3.231231231231231050e+03,1.124954940174370144e+00,1.424192954260752542e+00
3.235235235235234995e+03,9.380180251754020038e-01,1.187530819872058885e+00
3.239239239239239396e+03,1.026809749624717272e+00,1.299941143024892165e+00
3.243243243243242887e+03,1.375770406394503320e+00,1.741725334495441091e+00
3.247247247247246833e+03,1.687123362822158690e+00,2.135898177332852921e+00
3.251251251251250778e+03,1.665979122725123496e+00,2.109129569370006507e+00
3.255255255255255179e+03,1.303634503178335846e+00,1.650401281023773148e+00
3.259259259259259125e+03,8.839462450014181627e-01,1.119075946171795399e+00
3.263263263263263070e+03,7.177292340560167405e-01,9.086452103149171844e-01
3.267267267267267471e+03,8.724956582315179787e-01,1.104579503321101885e+00
3.271271271271270962e+03,1.149896594922196869e+00,1.455769089171501163e+00
3.275275275275274907e+03,1.302802817878659924e+00,1.649348367434383622e+00
3.279279279279278853e+03,1.255383126516580683e+00,1.589315038169991201e+00
3.283283283283283254e+03,1.119317008033097416e+00,1.417055332169901316e+00
3.287287287287287199e+03,1.032946082434353041e+00,1.307709740361890915e+00
3.291291291291291145e+03,1.025985980837468059e+00,1.298898251740234766e+00
3.295295295295295091e+03,1.049804346153508039e+00,1.329052302230341098e+00
3.299299299299299037e+03,1.101764810808315787e+00,1.394834250483327986e+00
3.303303303303302982e+03,1.261185230285107650e+00,1.596660501540946298e+00
3.307307307307306928e+03,1.570995429638463392e+00,1.988880213922294526e+00
3.311311311311311329e+03,1.905506519952507860e+00,2.412371254259874753e+00
3.315315315315315274e+03,2.013613557272606158e+00,2.549234763507119528e+00
3.319319319319319220e+03,1.743496425415703488e+00,2.207266474576280668e+00
3.323323323323323166e+03,1.232597407038402482e+00,1.560468317310617747e+00
3.327327327327327112e+03,8.419615773546758053e-01,1.065923356931019583e+00
3.331331331331331057e+03,8.593094464554494882e-01,1.087885759212599002e+00
3.335335335335335003e+03,1.244698329145955906e+00,1.575788084698780178e+00
3.339339339339338949e+03,1.674301458744610116e+00,2.119665646770676481e+00
3.343343343343343349e+03,1.849855147601222827e+00,2.341916616863148448e+00
3.347347347347347295e+03,1.771150810782491147e+00,2.242276926450633923e+00
3.351351351351351241e+03,1.700738993695087187e+00,2.153135566017980729e+00
3.355355355355355186e+03,1.861731765133063821e+00,2.356952414658458839e+00
3.359359359359359132e+03,2.184212665273322251e+00,2.765213234236025830e+00
3.363363363363363078e+03,2.366198581828364844e+00,2.995607404594709866e+00
3.367367367367367024e+03,2.187531318619606591e+00,2.769414649372421877e+00
3.371371371371371424e+03,1.748342080927014486e+00,2.213401074453600348e+00
3.375375375375375370e+03,1.378796434463901432e+00,1.745556286031299198e+00
3.379379379379379316e+03,1.309765136421092047e+00,1.658162662709102619e+00
3.383383383383382807e+03,1.447494442454948738e+00,1.832527964147965038e+00
3.387387387387387207e+03,1.490259936699843690e+00,1.886669079862002274e+00
3.391391391391391153e+03,1.266176750266394091e+00,1.602979765837254877e+00
3.395395395395395099e+03,9.336447002992540600e-01,1.181994190578855797e+00
3.399399399399399044e+03,8.236889403242265706e-01,1.042790198450470829e+00
3.403403403403403445e+03,1.079835717729773714e+00,1.367072018645893561e+00
3.407407407407407391e+03,1.474233478241596895e+00,1.866379583453861679e+00
3.411411411411410882e+03,1.608543801496425951e+00,2.036416452694475243e+00
3.415415415415415282e+03,1.311778568785324950e+00,1.660711668082221593e+00
3.419419419419419228e+03,8.324854954243465777e-01,1.053926637207222683e+00
3.423423423423423174e+03,6.176404867220313122e-01,7.819328561900916741e-01
3.427427427427427119e+03,8.842232677828630871e-01,1.119426657013104620e+00
3.431431431431431520e+03,1.402979912037755517e+00,1.776172568639798666e+00
3.435435435435435465e+03,1.708620576296385973e+00,2.163113649591224874e+00
3.439439439439438956e+03,1.531973506556661979e+00,1.939478459300734148e+00
3.443443443443442902e+03,1.036991567572038475e+00,1.312831324546200884e+00
3.447447447447447303e+03,6.464488163511169505e-01,8.184042015005140724e-01
3.451451451451451248e+03,6.445849688726466020e-01,8.160445705927705795e-01
3.455455455455455194e+03,9.465549854009174258e-01,1.198338611517561603e+00
3.459459459459459595e+03,1.234818985688412862e+00,1.563280835881530662e+00
3.463463463463463086e+03,1.291591272180916850e+00,1.635154550581040755e+00
3.467467467467467031e+03,1.183568683515228814e+00,1.498397953330279808e+00
3.471471471471470977e+03,1.138016289482196797e+00,1.440728622484461319e+00
3.475475475475475378e+03,1.276233567838990002e+00,1.615711696884161386e+00
3.479479479479479323e+03,1.497506727089358947e+00,1.895843516495128389e+00
3.483483483483483269e+03,1.618636300965703656e+00,2.049193557022581214e+00
3.487487487487487215e+03,1.590741947691950653e+00,2.013879305778009776e+00
3.491491491491491161e+03,1.543144476497589235e+00,1.953620907245947835e+00
3.495495495495495106e+03,1.609774105289741852e+00,2.037974017296813489e+00
3.499499499499499052e+03,1.742053334865527825e+00,2.205439521939758230e+00
3.503503503503503453e+03,1.729972246015472059e+00,2.190144863455587565e+00
3.507507507507507398e+03,1.423126954972516511e+00,1.801678724995205760e+00
3.511511511511511344e+03,9.185455289327667527e-01,1.162878639628882826e+00
3.515515515515515290e+03,5.077911454776987688e-01,6.428635901747666859e-01
3.519519519519519235e+03,4.258737072215943442e-01,5.391561133425384345e-01
3.523523523523523181e+03,6.515934837585918293e-01,8.249173504383773281e-01
3.527527527527527127e+03,9.535839321194954366e-01,1.207237258063281304e+00
3.531531531531531073e+03,1.120882033003121947e+00,1.419036653781952317e+00
3.535535535535535473e+03,1.134853769039025240e+00,1.436724871603406006e+00
3.539539539539539419e+03,1.119813712566728681e+00,1.417684160109478508e+00
3.543543543543543365e+03,1.156778325635626770e+00,1.464481360254703546e+00
3.547547547547547310e+03,1.186236670228183243e+00,1.501775624508880025e+00
3.551551551551551256e+03,1.110396474339096606e+00,1.405761936513296506e+00
3.555555555555555202e+03,9.660745494742349893e-01,1.223050379634381679e+00
3.559559559559559148e+03,9.463851716280597959e-01,1.198123627281123760e+00
3.563563563563563548e+03,1.212667999776534833e+00,1.535237687717093236e+00
3.567567567567567494e+03,1.683344143957689720e+00,2.131113686250435180e+00
3.571571571571571440e+03,2.040668920548287524e+00,2.583486853414131978e+00
3.575575575575574931e+03,1.985855575743643797e+00,2.514093158891453239e+00
3.579579579579579331e+03,1.510914826043998405e+00,1.912818169771701937e+00
3.583583583583583277e+03,9.205886179642145395e-01,1.165465190342695578e+00
3.587587587587587223e+03,5.766905006605596018e-01,7.300901738362685078e-01
3.591591591591591623e+03,6.088509450266805789e-01,7.708052964037777066e-01
3.595595595595595569e+03,8.608054251263652645e-01,1.089779668209978514e+00
3.599599599599599514e+03,1.096003391938138005e+00,1.387540294193682744e+00
3.603603603603603005e+03,1.227979892362074610e+00,1.554622543730386441e+00
3.607607607607607406e+03,1.337717918155085561e+00,1.693550884384338318e+00
3.611611611611611352e+03,1.488220471563438174e+00,1.884087116999312750e+00
3.615615615615615297e+03,1.574853418611488198e+00,1.993764427962144037e+00
3.619619619619619243e+03,1.409615727558707787e+00,1.784573511089323938e+00
3.623623623623623644e+03,9.683848715310107158e-01,1.225975247358259690e+00
3.627627627627627589e+03,5.231011717982717579e-01,6.622460834966120702e-01
3.631631631631631080e+03,4.701103423902136536e-01,5.951596934660104976e-01
3.635635635635635481e+03,9.756723308306316511e-01,1.235201170831579764e+00
3.639639639639639427e+03,1.773270618422819078e+00,2.244960602923288917e+00
3.643643643643643372e+03,2.332526989245330640e+00,2.952979168384588515e+00
3.647647647647647318e+03,2.273852803732747674e+00,2.878697649525658875e+00
3.651651651651651719e+03,1.663368429660694980e+00,2.105824431950440001e+00
3.655655655655655664e+03,9.280946122595061798e-01,1.174967779120534850e+00
3.659659659659659155e+03,4.822399230093097344e-01,6.105157425297861318e-01
3.663663663663663101e+03,4.125947888283760800e-01,5.223450026567241222e-01
3.667667667667667502e+03,4.929473797992687256e-01,6.240713828258741547e-01
3.671671671671671447e+03,4.732060147641931058e-01,5.990788146914685086e-01
3.675675675675675393e+03,3.397628955764389058e-01,4.301398257997716690e-01
3.679679679679679339e+03,3.009913832109003540e-01,3.810550911449998579e-01
3.683683683683683739e+03,5.385618507198259852e-01,6.818193030112997821e-01
3.687687687687687230e+03,9.896704650765915101e-01,1.252922808786964826e+00
3.691691691691691176e+03,1.377048967326297335e+00,1.743343992635092432e+00
3.695695695695695576e+03,1.450486231807434967e+00,1.836315569468212727e+00
3.699699699699699522e+03,1.203720872640517747e+00,1.523910624762895516e+00
3.703703703703703468e+03,8.687784218933631841e-01,1.099873482116997980e+00
3.707707707707707414e+03,7.083993092392865121e-01,8.968335254969367343e-01
3.711711711711711814e+03,8.054940601280283774e-01,1.019755480122084057e+00
3.715715715715715305e+03,1.028680672416778741e+00,1.302309731279641891e+00
3.719719719719719251e+03,1.178574629880659641e+00,1.492075481428915218e+00
3.723723723723723197e+03,1.166949696533028602e+00,1.477358315810814116e+00
3.727727727727727597e+03,1.077794569790300860e+00,1.364487925354521014e+00
3.731731731731731543e+03,1.079588602937325836e+00,1.366759171318654653e+00
3.735735735735735489e+03,1.277562234813556463e+00,1.617393789273962712e+00
3.739739739739739889e+03,1.621576902018653454e+00,2.052916357955615112e+00
3.743743743743743380e+03,1.926972724037811169e+00,2.439547468631868998e+00
3.747747747747747326e+03,1.987645341630880580e+00,2.516359002504694686e+00
3.751751751751751272e+03,1.711351524386369949e+00,2.166571029873144205e+00
3.755755755755755672e+03,1.195897911463246199e+00,1.514006755912469693e+00
3.759759759759759618e+03,6.894589433580396998e-01,8.728550222912783152e-01
3.763763763763763563e+03,4.413823229445169583e-01,5.587900208477585284e-01
3.767767767767767509e+03,5.323010662907733392e-01,6.738931499241190837e-01
3.771771771771771455e+03,8.131966206053169444e-01,1.029506921686331289e+00
3.775775775775775401e+03,1.022073481900795944e+00,1.293945028086407545e+00
3.779779779779779346e+03,1.003666380358432697e+00,1.270641637533775903e+00
3.783783783783783747e+03,8.491400200373402374e-01,1.075011265367272761e+00
3.787787787787787693e+03,8.177824966155691211e-01,1.035312640715310595e+00
3.791791791791791638e+03,1.090340383911004185e+00,1.380370926031331269e+00
3.795795795795795584e+03,1.572119077681797039e+00,1.990302752345155080e+00
3.799799799799799530e+03,1.941202299059810565e+00,2.457562110609720296e+00
3.803803803803803476e+03,1.919922450150090665e+00,2.430621821890014633e+00
3.807807807807807421e+03,1.530128037691738996e+00,1.937142095717741874e+00
3.811811811811811367e+03,1.090689559803439179e+00,1.380812982711154158e+00
3.815815815815815768e+03,9.479287185071303412e-01,1.200077757630026998e+00
3.819819819819819713e+03,1.181978444861188304e+00,1.496384711194264305e+00
3.823823823823823659e+03,1.557919608674256828e+00,1.972326224581609333e+00
3.827827827827827605e+03,1.758279226914364557e+00,2.225981501273585739e+00
3.831831831831831551e+03,1.667265288533766210e+00,2.110757855283747819e+00
3.835835835835835496e+03,1.438515920729857456e+00,1.821161155643999718e+00
3.839839839839839442e+03,1.302708430750058932e+00,1.649228873329574574e+00
3.843843843843843842e+03,1.329961906239551794e+00,1.683731773299272705e+00
3.847847847847847788e+03,1.392615587963496937e+00,1.763051334361787292e+00
3.851851851851851734e+03,1.350522825756145684e+00,1.709761897407280351e+00
3.855855855855855225e+03,1.240698311788302810e+00,1.570724062723991343e+00
3.859859859859859625e+03,1.250492564436260556e+00,1.583123586576305808e+00
3.863863863863863571e+03,1.492974962354311153e+00,1.890106302340557987e+00
3.867867867867867517e+03,1.830819999040098178e+00,2.317818118784764625e+00
3.871871871871871917e+03,1.962200149984185238e+00,2.484145389879978794e+00
3.875875875875875863e+03,1.710922866644412288e+00,2.166028349171825962e+00
3.879879879879879809e+03,1.232165491949908986e+00,1.559921512808584820e+00
3.883883883883883300e+03,9.049626361738507541e-01,1.145682697396095184e+00
3.887887887887887700e+03,9.892265290486876861e-01,1.252360785775638696e+00
3.891891891891891646e+03,1.373479684091075903e+00,1.738825280059302036e+00
3.895895895895895592e+03,1.669667196288036504e+00,2.113798670500654175e+00
3.899899899899899538e+03,1.578530498354659750e+00,1.998419610916999156e+00
3.903903903903903938e+03,1.178028640819875239e+00,1.491384259277962032e+00
3.907907907907907429e+03,8.514459346669869255e-01,1.077930553288405369e+00
3.911911911911911830e+03,9.165957227480366898e-01,1.160410184999014493e+00
3.915915915915915775e+03,1.309295538144102489e+00,1.657568151290433889e+00
3.919919919919919721e+03,1.627596729361479033e+00,2.060537459371632352e+00
3.923923923923923667e+03,1.501345449399436482e+00,1.900703338939686571e+00
3.927927927927927612e+03,9.431019880271527267e-01,1.193967116842375331e+00
3.931931931931931558e+03,3.542753199461554647e-01,4.485125550518328508e-01
3.935935935935935504e+03,1.818530827486668500e-01,2.302260027598122261e-01
3.939939939939939904e+03,5.385940311006870429e-01,6.818600433734698374e-01
3.943943943943943850e+03,1.121056250753224681e+00,1.419257213453582578e+00
3.947947947947947796e+03,1.480900481052761286e+00,1.874820009012795774e+00
3.951951951951951742e+03,1.395339275618952657e+00,1.766499522933594024e+00
3.955955955955955687e+03,1.019469375370040565e+00,1.290648229218471332e+00
3.959959959959959633e+03,7.188629563958712776e-01,9.100805027971731187e-01
3.963963963963963579e+03,7.580216019294857555e-01,9.596553480427288951e-01
3.967967967967967979e+03,1.114097348376762442e+00,1.410447243044981258e+00
3.971971971971971925e+03,1.542355410830638096e+00,1.952621950111588012e+00
3.975975975975975871e+03,1.797266999048283243e+00,2.275340020795126872e+00
3.979979979979979817e+03,1.808590341910138788e+00,2.289675372858235747e+00
3.983983983983983762e+03,1.687671813887860583e+00,2.136592516382031626e+00
3.987987987987987708e+03,1.596971740712759269e+00,2.021766223742353485e+00
3.991991991991991654e+03,1.612981179026116152e+00,2.042034172647063439e+00
3.995995995995995145e+03,1.688739203524925570e+00,2.137943831662555638e+00
4.000000000000000000e+03,1.724382021016286126e+00,2.183067638606618566e+00
